"Area","MTU","Biomass - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"CTA|ES","09.04.2025 05:30 - 09.04.2025 05:45 (CET/CEST)","392","0","0","4012","348","20","0","0","0","1616","516","1460","5572","0","6128","4","76","320","168","0","3880"
"CTA|ES","09.04.2025 05:45 - 09.04.2025 06:00 (CET/CEST)","388","0","0","4176","348","20","0","0","0","1564","516","1444","5572","0","6128","4","76","248","168","0","3888"
"CTA|ES","09.04.2025 06:00 - 09.04.2025 06:15 (CET/CEST)","392","0","0","4476","348","20","0","0","0","1560","324","1476","5660","0","6128","4","76","168","168","0","3500"
"CTA|ES","09.04.2025 06:15 - 09.04.2025 06:30 (CET/CEST)","392","0","0","4836","348","20","0","0","0","1456","144","1412","5212","0","6128","4","76","112","168","0","3448"
"CTA|ES","09.04.2025 06:30 - 09.04.2025 06:45 (CET/CEST)","400","0","0","5016","348","20","0","0","0","1608","40","1416","5232","0","6128","4","76","96","172","0","3560"
"CTA|ES","09.04.2025 06:45 - 09.04.2025 07:00 (CET/CEST)","392","0","0","5344","348","20","0","0","0","1984","0","1456","5392","0","6128","4","76","80","164","0","3580"
"CTA|ES","09.04.2025 07:00 - 09.04.2025 07:15 (CET/CEST)","400","0","0","5524","348","20","0","0","0","2216","0","1492","5660","0","6128","4","76","80","164","0","3512"
"CTA|ES","09.04.2025 07:15 - 09.04.2025 07:30 (CET/CEST)","404","0","0","5628","348","20","0","0","0","2288","48","1484","5764","0","6128","4","76","80","164","0","3012"
"CTA|ES","09.04.2025 07:30 - 09.04.2025 07:45 (CET/CEST)","396","0","0","5768","348","20","0","0","0","2336","124","1500","5764","0","6128","4","76","68","164","0","3024"
"CTA|ES","09.04.2025 07:45 - 09.04.2025 08:00 (CET/CEST)","400","0","0","5884","348","20","0","0","0","2360","132","1504","5776","0","6128","4","76","72","164","0","3424"
"CTA|ES","09.04.2025 08:00 - 09.04.2025 08:15 (CET/CEST)","404","0","0","6244","352","20","0","0","0","2356","132","1492","5976","0","6128","4","72","240","164","0","3376"
"CTA|ES","09.04.2025 08:15 - 09.04.2025 08:30 (CET/CEST)","396","0","0","6476","352","20","0","0","0","2332","132","1516","5812","0","6128","4","64","784","168","0","3256"
"CTA|ES","09.04.2025 08:30 - 09.04.2025 08:45 (CET/CEST)","392","0","0","6292","348","20","0","0","0","2296","132","1504","5688","0","6128","8","68","1872","164","0","2972"
"CTA|ES","09.04.2025 08:45 - 09.04.2025 09:00 (CET/CEST)","396","0","0","6020","348","20","0","0","0","2180","128","1496","5512","0","6128","8","68","3228","164","0","2292"
"CTA|ES","09.04.2025 09:00 - 09.04.2025 09:15 (CET/CEST)","388","0","0","5476","348","20","0","0","0","2024","96","1436","5044","0","6132","12","68","4856","168","0","2016"
"CTA|ES","09.04.2025 09:15 - 09.04.2025 09:30 (CET/CEST)","392","0","0","4868","348","20","0","0","0","1868","96","1388","4372","0","6128","20","64","7708","164","0","2396"
"CTA|ES","09.04.2025 09:30 - 09.04.2025 09:45 (CET/CEST)","392","0","0","4212","348","20","0","0","0","1472","160","1356","4320","0","6132","24","64","9924","160","0","2336"
"CTA|ES","09.04.2025 09:45 - 09.04.2025 10:00 (CET/CEST)","392","0","0","3676","348","16","0","0","0","1100","512","1348","4688","0","6128","24","68","11408","164","0","1864"
"CTA|ES","09.04.2025 10:00 - 09.04.2025 10:15 (CET/CEST)","392","0","0","3400","356","12","0","0","0","872","808","1344","4436","0","6128","24","68","12964","164","0","1808"
"CTA|ES","09.04.2025 10:15 - 09.04.2025 10:30 (CET/CEST)","384","0","0","3300","364","12","0","0","0","576","1172","1304","3680","0","6128","20","64","14532","164","0","1828"
"CTA|ES","09.04.2025 10:30 - 09.04.2025 10:45 (CET/CEST)","380","0","0","3308","364","12","0","0","0","288","1800","1292","3632","0","6128","24","64","15708","164","0","1852"
"CTA|ES","09.04.2025 10:45 - 09.04.2025 11:00 (CET/CEST)","372","0","0","3428","364","12","0","0","0","244","2120","1280","3476","0","6128","16","64","16124","164","0","1708"
"CTA|ES","09.04.2025 11:00 - 09.04.2025 11:15 (CET/CEST)","364","0","0","3452","368","12","0","0","0","248","2168","1276","3472","0","6128","8","64","16564","164","0","1556"
"CTA|ES","09.04.2025 11:15 - 09.04.2025 11:30 (CET/CEST)","356","0","0","3416","380","12","0","0","0","252","2400","1228","2828","0","6128","12","60","16024","160","0","1592"
"CTA|ES","09.04.2025 11:30 - 09.04.2025 11:45 (CET/CEST)","352","0","0","3420","380","12","0","0","0","288","2556","1216","2784","0","6128","12","60","16148","164","0","1612"
"CTA|ES","09.04.2025 11:45 - 09.04.2025 12:00 (CET/CEST)","352","0","0","3344","380","12","0","0","0","324","2712","1204","2736","0","6128","12","60","16176","160","0","1588"
"CTA|ES","09.04.2025 12:00 - 09.04.2025 12:15 (CET/CEST)","348","0","0","3316","380","12","0","0","0","300","2768","1208","2724","0","6128","12","60","16956","164","0","1620"
"CTA|ES","09.04.2025 12:15 - 09.04.2025 12:30 (CET/CEST)","348","0","0","3336","380","12","0","0","0","276","2992","1208","2892","0","6124","12","60","17320","164","0","1676"
"CTA|ES","09.04.2025 12:30 - 09.04.2025 12:45 (CET/CEST)","348","0","0","3340","380","12","0","0","0","276","3080","1200","2856","0","6128","12","56","17016","164","0","1944"
"CTA|ES","09.04.2025 12:45 - 09.04.2025 13:00 (CET/CEST)","344","0","0","3436","380","12","0","0","0","276","3124","1192","2892","0","6128","12","60","16564","164","0","2132"
"CTA|ES","09.04.2025 13:00 - 09.04.2025 13:15 (CET/CEST)","344","0","0","3496","380","12","0","0","0","276","3124","1192","2872","0","6128","8","60","16064","164","0","2208"
"CTA|ES","09.04.2025 13:15 - 09.04.2025 13:30 (CET/CEST)","340","0","0","3436","380","12","0","0","0","276","3044","1192","2944","0","6128","8","56","15836","164","0","2260"
"CTA|ES","09.04.2025 13:30 - 09.04.2025 13:45 (CET/CEST)","340","0","0","3456","380","12","0","0","0","272","2872","1192","3068","0","6124","12","56","15752","164","0","2304"
"CTA|ES","09.04.2025 13:45 - 09.04.2025 14:00 (CET/CEST)","340","0","0","3420","380","12","0","0","0","284","2896","1192","3104","0","6124","20","60","15680","164","0","2340"
"CTA|ES","09.04.2025 14:00 - 09.04.2025 14:15 (CET/CEST)","336","0","0","3340","380","12","0","0","0","308","2928","1184","2996","0","6124","20","60","15624","164","0","2332"
"CTA|ES","09.04.2025 14:15 - 09.04.2025 14:30 (CET/CEST)","336","0","0","3440","380","12","0","0","0","460","2844","1172","3084","0","6124","20","64","15820","164","0","2396"
"CTA|ES","09.04.2025 14:30 - 09.04.2025 14:45 (CET/CEST)","340","0","0","3492","380","12","0","0","0","344","2808","1168","3040","0","6124","16","64","15992","164","0","2436"
"CTA|ES","09.04.2025 14:45 - 09.04.2025 15:00 (CET/CEST)","336","0","0","3556","380","12","0","0","0","436","2808","1172","3052","0","6120","12","64","15640","164","0","2536"
"CTA|ES","09.04.2025 15:00 - 09.04.2025 15:15 (CET/CEST)","336","0","0","3576","380","12","0","0","0","516","2804","1172","3056","0","6120","4","64","15516","164","0","2548"
"CTA|ES","09.04.2025 15:15 - 09.04.2025 15:30 (CET/CEST)","328","0","0","3600","380","12","0","0","0","396","2828","1156","2952","0","6124","4","64","15324","164","0","2500"
"CTA|ES","09.04.2025 15:30 - 09.04.2025 15:45 (CET/CEST)","332","0","0","3616","380","12","0","0","0","332","2808","1160","3084","0","6120","4","60","15040","164","0","2500"
"CTA|ES","09.04.2025 15:45 - 09.04.2025 16:00 (CET/CEST)","328","0","0","3620","380","12","0","0","0","500","2596","1164","3132","0","6120","4","60","14852","164","0","2572"
"CTA|ES","09.04.2025 16:00 - 09.04.2025 16:15 (CET/CEST)","336","0","0","3620","380","12","0","0","0","648","2548","1172","3092","0","6120","4","60","14860","164","0","2624"
"CTA|ES","09.04.2025 16:15 - 09.04.2025 16:30 (CET/CEST)","336","0","0","3708","380","12","0","0","0","656","2508","1172","3252","0","6120","4","64","14688","164","0","2668"
"CTA|ES","09.04.2025 16:30 - 09.04.2025 16:45 (CET/CEST)","344","0","0","3804","380","12","0","0","0","644","2448","1152","3420","0","6116","4","64","14368","164","0","2708"
"CTA|ES","09.04.2025 16:45 - 09.04.2025 17:00 (CET/CEST)","344","0","0","3828","380","12","0","0","0","640","2304","1132","3448","0","6120","4","64","14252","160","0","2736"
"CTA|ES","09.04.2025 17:00 - 09.04.2025 17:15 (CET/CEST)","340","0","0","3948","380","12","0","0","0","624","2276","1136","3500","0","6116","4","64","14076","164","0","2800"
"CTA|ES","09.04.2025 17:15 - 09.04.2025 17:30 (CET/CEST)","328","0","0","3432","376","12","0","0","0","536","2228","1132","3252","0","6120","4","64","13492","164","0","2860"
"CTA|ES","09.04.2025 17:30 - 09.04.2025 17:45 (CET/CEST)","344","0","0","3092","364","12","0","0","0","528","2216","1152","3300","0","6120","4","64","14128","164","0","2552"
"CTA|ES","09.04.2025 17:45 - 09.04.2025 18:00 (CET/CEST)","352","0","0","3156","364","12","0","0","0","556","2216","1172","3512","0","6120","4","64","14144","164","0","2508"
"CTA|ES","09.04.2025 18:00 - 09.04.2025 18:15 (CET/CEST)","364","0","0","3544","364","12","0","0","0","644","2212","1236","3924","0","6120","4","64","13520","160","0","2956"
"CTA|ES","09.04.2025 18:15 - 09.04.2025 18:30 (CET/CEST)","372","0","0","3760","360","12","0","0","0","456","1832","1260","4248","0","6120","4","68","13108","164","0","3308"
"CTA|ES","09.04.2025 18:30 - 09.04.2025 18:45 (CET/CEST)","376","0","0","4076","348","12","0","0","0","608","1596","1276","4416","0","6120","4","68","12212","164","0","3452"
"CTA|ES","09.04.2025 18:45 - 09.04.2025 19:00 (CET/CEST)","376","0","0","3848","348","12","0","0","0","688","1268","1296","4560","0","6120","4","64","11672","164","0","3664"
"CTA|ES","09.04.2025 19:00 - 09.04.2025 19:15 (CET/CEST)","376","0","0","4228","348","12","0","0","0","792","1064","1356","4960","0","6120","4","64","10628","164","0","3740"
"CTA|ES","09.04.2025 19:15 - 09.04.2025 19:30 (CET/CEST)","384","0","0","4092","352","12","0","0","0","792","1252","1360","5324","0","6120","4","68","9296","168","0","3412"
"CTA|ES","09.04.2025 19:30 - 09.04.2025 19:45 (CET/CEST)","400","0","0","4144","348","12","0","0","0","1144","332","1408","5668","0","6120","4","72","7452","164","0","4012"
"CTA|ES","09.04.2025 19:45 - 09.04.2025 20:00 (CET/CEST)","404","0","0","4448","352","12","0","0","0","1420","116","1520","5868","0","6120","4","76","5692","164","0","4352"
"CTA|ES","09.04.2025 20:00 - 09.04.2025 20:15 (CET/CEST)","412","0","0","4804","352","12","0","0","0","2016","0","1560","6176","0","6116","0","80","3896","172","0","4512"
"CTA|ES","09.04.2025 20:15 - 09.04.2025 20:30 (CET/CEST)","416","0","0","4744","348","16","0","0","0","2316","32","1508","5936","0","6120","0","80","2452","172","0","4608"
"CTA|ES","09.04.2025 20:30 - 09.04.2025 20:45 (CET/CEST)","420","0","0","4748","352","16","0","0","0","2816","64","1528","6328","0","6120","0","84","1444","172","0","4900"
"CTA|ES","09.04.2025 20:45 - 09.04.2025 21:00 (CET/CEST)","424","0","0","4976","348","16","0","0","0","3068","64","1564","6648","0","6120","0","84","900","172","0","5292"
"CTA|ES","09.04.2025 21:00 - 09.04.2025 21:15 (CET/CEST)","424","0","0","5064","348","16","0","0","0","3120","64","1540","6672","0","6120","0","84","656","168","0","5700"
"CTA|ES","09.04.2025 21:15 - 09.04.2025 21:30 (CET/CEST)","420","0","0","5112","352","16","0","0","0","3092","64","1564","6452","0","6120","0","84","616","168","0","6000"
"CTA|ES","09.04.2025 21:30 - 09.04.2025 21:45 (CET/CEST)","424","0","0","5180","352","16","0","0","0","3088","64","1584","6180","0","6120","0","84","608","168","0","6144"
"CTA|ES","09.04.2025 21:45 - 09.04.2025 22:00 (CET/CEST)","432","0","0","5200","352","16","0","0","0","2852","64","1580","5824","0","6120","0","84","596","168","0","6228"
"CTA|ES","09.04.2025 22:00 - 09.04.2025 22:15 (CET/CEST)","432","0","0","5128","348","16","0","0","0","2696","64","1580","5560","0","6124","0","84","600","168","0","5992"
"CTA|ES","09.04.2025 22:15 - 09.04.2025 22:30 (CET/CEST)","436","0","0","4932","348","12","0","0","0","2996","64","1500","5704","0","6124","0","84","592","172","0","6564"
"CTA|ES","09.04.2025 22:30 - 09.04.2025 22:45 (CET/CEST)","432","0","0","4684","348","12","0","0","0","2704","64","1476","5344","0","6124","0","84","568","172","0","6916"
"CTA|ES","09.04.2025 22:45 - 09.04.2025 23:00 (CET/CEST)","432","0","0","4372","348","12","0","0","0","2580","64","1488","5208","0","6124","0","84","552","168","0","6848"
"CTA|ES","09.04.2025 23:00 - 09.04.2025 23:15 (CET/CEST)","432","0","0","4276","348","12","0","0","0","2496","60","1472","5080","0","6124","0","84","536","160","0","6680"
"CTA|ES","09.04.2025 23:15 - 09.04.2025 23:30 (CET/CEST)","432","0","0","4308","348","12","0","0","0","2640","0","1468","5288","0","6120","0","84","532","164","0","7352"
"CTA|ES","09.04.2025 23:30 - 09.04.2025 23:45 (CET/CEST)","412","0","0","4196","348","12","0","0","0","2356","0","1456","5004","0","6124","0","80","524","164","0","7624"
"CTA|ES","09.04.2025 23:45 - 10.04.2025 00:00 (CET/CEST)","424","0","0","4076","352","12","0","0","0","2044","0","1456","4996","0","6124","0","84","508","164","0","7496"
"CTA|ES","10.04.2025 00:00 - 10.04.2025 00:15 (CET/CEST)","408","0","0","3916","348","12","0","0","0","1688","0","1456","4876","0","6124","0","84","480","164","0","7176"
"CTA|ES","10.04.2025 00:15 - 10.04.2025 00:30 (CET/CEST)","428","0","0","3884","348","12","0","0","0","1640","160","1448","4888","0","6124","0","84","452","164","0","8100"
"CTA|ES","10.04.2025 00:30 - 10.04.2025 00:45 (CET/CEST)","436","0","0","3700","352","12","0","0","0","1592","328","1428","5028","0","6124","0","84","448","164","0","8376"
"CTA|ES","10.04.2025 00:45 - 10.04.2025 01:00 (CET/CEST)","436","0","0","3664","348","12","0","0","0","1484","396","1420","4960","0","6124","0","84","448","164","0","8076"
"CTA|ES","10.04.2025 01:00 - 10.04.2025 01:15 (CET/CEST)","432","0","0","3628","348","12","0","0","0","1288","472","1428","4804","0","6124","0","84","452","168","0","7708"
"CTA|ES","10.04.2025 01:15 - 10.04.2025 01:30 (CET/CEST)","436","0","0","3536","348","12","0","0","0","1452","596","1424","4736","0","6120","0","84","448","164","0","8148"
"CTA|ES","10.04.2025 01:30 - 10.04.2025 01:45 (CET/CEST)","432","0","0","3336","348","12","0","0","0","1396","612","1408","4504","0","6124","0","80","444","164","0","8408"
"CTA|ES","10.04.2025 01:45 - 10.04.2025 02:00 (CET/CEST)","444","0","0","3308","348","12","0","0","0","1340","804","1412","4600","0","6124","0","84","408","160","0","8376"
"CTA|ES","10.04.2025 02:00 - 10.04.2025 02:15 (CET/CEST)","436","0","0","3300","348","12","0","0","0","1312","804","1404","4488","0","6124","4","84","364","160","0","8256"
"CTA|ES","10.04.2025 02:15 - 10.04.2025 02:30 (CET/CEST)","444","0","0","3200","348","12","0","0","0","936","844","1404","4432","0","6124","4","84","312","160","0","8300"
"CTA|ES","10.04.2025 02:30 - 10.04.2025 02:45 (CET/CEST)","440","0","0","3096","348","12","0","0","0","768","1000","1396","4480","0","6124","8","84","292","164","0","8268"
"CTA|ES","10.04.2025 02:45 - 10.04.2025 03:00 (CET/CEST)","444","0","0","3104","348","12","0","0","0","792","1216","1404","4544","0","6128","8","84","276","168","0","8216"
"CTA|ES","10.04.2025 03:00 - 10.04.2025 03:15 (CET/CEST)","440","0","0","3104","348","12","0","0","0","776","1212","1400","4668","0","6128","8","84","264","164","0","8204"
"CTA|ES","10.04.2025 03:15 - 10.04.2025 03:30 (CET/CEST)","436","0","0","3088","348","12","0","0","0","668","1040","1396","4604","0","6124","8","84","252","164","0","8448"
"CTA|ES","10.04.2025 03:30 - 10.04.2025 03:45 (CET/CEST)","432","0","0","3080","348","12","0","0","0","636","1004","1392","4568","0","6124","8","84","252","168","0","8444"
"CTA|ES","10.04.2025 03:45 - 10.04.2025 04:00 (CET/CEST)","424","0","0","3072","348","12","0","0","0","596","1048","1384","4548","0","6124","8","80","252","172","0","8260"
"CTA|ES","10.04.2025 04:00 - 10.04.2025 04:15 (CET/CEST)","432","0","0","3076","348","12","0","0","0","656","1212","1388","4652","0","6128","8","80","252","168","0","8296"
"CTA|ES","10.04.2025 04:15 - 10.04.2025 04:30 (CET/CEST)","444","0","0","3108","348","12","0","0","0","744","1212","1396","4700","0","6124","8","80","248","168","0","7800"
"CTA|ES","10.04.2025 04:30 - 10.04.2025 04:45 (CET/CEST)","448","0","0","3140","348","12","0","0","0","848","1212","1400","4780","0","6128","8","80","220","172","0","7628"
"CTA|ES","10.04.2025 04:45 - 10.04.2025 05:00 (CET/CEST)","432","0","0","3180","348","12","0","0","0","888","1212","1404","4792","0","6124","8","80","212","172","0","7584"
"CTA|ES","10.04.2025 05:00 - 10.04.2025 05:15 (CET/CEST)","440","0","0","3268","348","12","0","0","0","892","1120","1396","4860","0","6124","8","80","200","172","0","7388"
"CTA|ES","10.04.2025 05:15 - 10.04.2025 05:30 (CET/CEST)","444","0","0","3160","348","12","0","0","0","816","888","1400","4912","0","6124","8","80","180","168","0","7408"
"CTA|ES","10.04.2025 05:30 - 10.04.2025 05:45 (CET/CEST)","436","0","0","3288","348","12","0","0","0","752","820","1380","4924","0","6124","8","80","168","168","0","7400"
"CTA|ES","10.04.2025 05:45 - 10.04.2025 06:00 (CET/CEST)","440","0","0","3340","352","12","0","0","0","772","764","1384","4864","0","6124","8","80","144","164","0","7448"
"CTA|ES","10.04.2025 06:00 - 10.04.2025 06:15 (CET/CEST)","444","0","0","3372","348","12","0","0","0","860","636","1400","4952","0","6124","8","80","116","164","0","7484"
"CTA|ES","10.04.2025 06:15 - 10.04.2025 06:30 (CET/CEST)","436","0","0","3660","352","12","0","0","0","904","404","1404","5444","0","6124","8","80","84","164","0","7444"
"CTA|ES","10.04.2025 06:30 - 10.04.2025 06:45 (CET/CEST)","444","0","0","3872","352","12","0","0","0","1032","252","1424","5704","0","6124","8","80","84","164","0","7304"
"CTA|ES","10.04.2025 06:45 - 10.04.2025 07:00 (CET/CEST)","444","0","0","4156","352","12","0","0","0","1068","140","1424","5712","0","6124","8","80","84","164","0","7528"
"CTA|ES","10.04.2025 07:00 - 10.04.2025 07:15 (CET/CEST)","444","0","0","4604","352","12","0","0","0","1228","52","1428","5588","0","6124","8","80","84","164","0","7624"
"CTA|ES","10.04.2025 07:15 - 10.04.2025 07:30 (CET/CEST)","432","0","0","4984","352","12","0","0","0","1276","72","1436","5380","0","6124","8","80","84","160","0","7296"
"CTA|ES","10.04.2025 07:30 - 10.04.2025 07:45 (CET/CEST)","432","0","0","5060","352","12","0","0","0","1432","192","1460","5532","0","6124","8","80","88","160","0","7424"
"CTA|ES","10.04.2025 07:45 - 10.04.2025 08:00 (CET/CEST)","436","0","0","4980","348","12","0","0","0","1656","192","1428","5776","0","6124","8","80","84","164","0","7564"
"CTA|ES","10.04.2025 08:00 - 10.04.2025 08:15 (CET/CEST)","432","0","0","4924","352","12","0","0","0","1716","192","1424","5824","0","6124","8","80","184","164","0","7592"
"CTA|ES","10.04.2025 08:15 - 10.04.2025 08:30 (CET/CEST)","428","0","0","4952","348","12","0","0","0","1772","256","1432","5924","0","6124","8","80","488","160","0","7540"
"CTA|ES","10.04.2025 08:30 - 10.04.2025 08:45 (CET/CEST)","432","0","0","5248","352","12","0","0","0","1836","388","1444","5964","0","6124","12","80","1052","160","0","7032"
"CTA|ES","10.04.2025 08:45 - 10.04.2025 09:00 (CET/CEST)","432","0","0","5148","352","12","0","0","0","1860","464","1428","5700","0","6124","12","80","1928","160","0","6764"
"CTA|ES","10.04.2025 09:00 - 10.04.2025 09:15 (CET/CEST)","432","0","0","5040","348","12","0","0","0","1796","460","1412","5604","0","6128","16","80","3064","160","0","6680"
"CTA|ES","10.04.2025 09:15 - 10.04.2025 09:30 (CET/CEST)","436","0","0","4520","352","12","0","0","0","1644","432","1392","5048","0","6124","16","80","4436","160","0","7208"
"CTA|ES","10.04.2025 09:30 - 10.04.2025 09:45 (CET/CEST)","432","0","0","3936","352","12","0","0","0","1608","472","1380","4864","0","6124","16","76","6004","152","0","7120"
"CTA|ES","10.04.2025 09:45 - 10.04.2025 10:00 (CET/CEST)","432","0","0","3560","348","12","0","0","0","1164","560","1376","4812","0","6124","16","76","8056","148","0","6500"
"CTA|ES","10.04.2025 10:00 - 10.04.2025 10:15 (CET/CEST)","440","0","0","3340","356","12","0","0","0","684","760","1376","4424","0","6128","16","76","9352","148","0","5872"
"CTA|ES","10.04.2025 10:15 - 10.04.2025 10:30 (CET/CEST)","432","0","0","3220","364","12","0","0","0","404","1196","1360","3800","0","6124","16","76","10660","148","0","6044"
"CTA|ES","10.04.2025 10:30 - 10.04.2025 10:45 (CET/CEST)","416","0","0","3184","364","12","0","0","0","224","1784","1340","3624","0","6124","28","76","11672","148","0","6264"
"CTA|ES","10.04.2025 10:45 - 10.04.2025 11:00 (CET/CEST)","404","0","0","3088","364","12","0","0","0","204","2024","1328","3520","0","6124","28","76","12124","148","0","6404"
"CTA|ES","10.04.2025 11:00 - 10.04.2025 11:15 (CET/CEST)","392","0","0","3060","372","12","0","0","0","220","2128","1320","3348","0","6124","28","76","12708","148","0","6260"
"CTA|ES","10.04.2025 11:15 - 10.04.2025 11:30 (CET/CEST)","404","0","0","3040","380","12","0","0","0","224","2440","1304","3476","0","6124","28","72","13744","148","0","5728"
"CTA|ES","10.04.2025 11:30 - 10.04.2025 11:45 (CET/CEST)","396","0","0","3036","380","12","0","0","0","188","2528","1276","3020","0","6124","16","72","14520","144","0","5492"
"CTA|ES","10.04.2025 11:45 - 10.04.2025 12:00 (CET/CEST)","392","0","0","2996","380","12","0","0","0","168","2612","1268","2584","0","6124","20","72","15512","148","0","5300"
"CTA|ES","10.04.2025 12:00 - 10.04.2025 12:15 (CET/CEST)","396","0","0","3088","380","12","0","0","0","156","2720","1256","2356","0","6124","24","72","15536","148","0","5032"
"CTA|ES","10.04.2025 12:15 - 10.04.2025 12:30 (CET/CEST)","392","0","0","3056","380","12","0","0","0","156","2908","1232","1932","0","6124","24","68","14752","152","0","4076"
"CTA|ES","10.04.2025 12:30 - 10.04.2025 12:45 (CET/CEST)","388","0","0","3024","380","12","0","0","0","156","2944","1228","1632","0","6124","24","68","14968","144","0","4044"
"CTA|ES","10.04.2025 12:45 - 10.04.2025 13:00 (CET/CEST)","392","0","0","2932","380","12","0","0","0","156","2952","1220","1512","0","6124","24","68","15644","144","0","4056"
"CTA|ES","10.04.2025 13:00 - 10.04.2025 13:15 (CET/CEST)","392","0","0","2936","380","12","0","0","0","156","3000","1220","1404","0","6124","12","72","15508","148","0","4072"
"CTA|ES","10.04.2025 13:15 - 10.04.2025 13:30 (CET/CEST)","384","0","0","2932","380","12","0","0","0","156","2976","1216","1460","0","6124","12","72","15084","152","0","4064"
"CTA|ES","10.04.2025 13:30 - 10.04.2025 13:45 (CET/CEST)","404","0","0","2920","380","12","0","0","0","156","2944","1220","1388","0","6124","12","72","15560","156","0","3908"
"CTA|ES","10.04.2025 13:45 - 10.04.2025 14:00 (CET/CEST)","392","0","0","2904","380","12","0","0","0","184","3032","1212","1328","0","6128","16","72","15484","152","0","3848"
"CTA|ES","10.04.2025 14:00 - 10.04.2025 14:15 (CET/CEST)","396","0","0","2916","380","12","0","0","0","200","3120","1212","1356","0","6124","12","72","15312","156","0","3868"
"CTA|ES","10.04.2025 14:15 - 10.04.2025 14:30 (CET/CEST)","404","0","0","2924","380","12","0","0","0","200","3148","1212","1744","0","6124","12","72","15476","160","0","4344"
"CTA|ES","10.04.2025 14:30 - 10.04.2025 14:45 (CET/CEST)","400","0","0","2932","380","12","0","0","0","200","3148","1212","1768","0","6124","8","72","15668","160","0","4748"
"CTA|ES","10.04.2025 14:45 - 10.04.2025 15:00 (CET/CEST)","400","0","0","2936","380","12","0","0","0","200","3248","1204","1936","0","6124","12","68","15888","156","0","4972"
"CTA|ES","10.04.2025 15:00 - 10.04.2025 15:15 (CET/CEST)","400","0","0","2968","380","12","0","0","0","192","3164","1208","1864","0","6120","16","72","15676","160","0","5068"
"CTA|ES","10.04.2025 15:15 - 10.04.2025 15:30 (CET/CEST)","396","0","0","2940","380","12","0","0","0","192","3164","1204","1972","0","6120","20","72","15708","160","0","4796"
"CTA|ES","10.04.2025 15:30 - 10.04.2025 15:45 (CET/CEST)","388","0","0","2952","380","12","0","0","0","192","3164","1204","1780","0","6124","20","72","15404","164","0","4912"
"CTA|ES","10.04.2025 15:45 - 10.04.2025 16:00 (CET/CEST)","388","0","0","2948","380","12","0","0","0","192","3160","1204","1688","0","6124","20","76","15080","168","0","5044"
"CTA|ES","10.04.2025 16:00 - 10.04.2025 16:15 (CET/CEST)","388","0","0","2952","380","12","0","0","0","192","3132","1212","1720","0","6124","8","72","14828","172","0","5136"
"CTA|ES","10.04.2025 16:15 - 10.04.2025 16:30 (CET/CEST)","380","0","0","2900","380","12","0","0","0","192","3056","1212","1492","0","6124","8","72","13740","176","0","4948"
"CTA|ES","10.04.2025 16:30 - 10.04.2025 16:45 (CET/CEST)","376","0","0","2904","380","12","0","0","0","192","3028","1224","1428","0","6124","8","76","13776","180","0","5064"
"CTA|ES","10.04.2025 16:45 - 10.04.2025 17:00 (CET/CEST)","364","0","0","2916","380","12","0","0","0","196","3064","1228","1724","0","6124","8","72","14092","184","0","5228"
"CTA|ES","10.04.2025 17:00 - 10.04.2025 17:15 (CET/CEST)","368","0","0","2936","380","12","0","0","0","196","3080","1236","1932","0","6124","8","72","13680","180","0","5400"
"CTA|ES","10.04.2025 17:15 - 10.04.2025 17:30 (CET/CEST)","376","0","0","2920","376","12","0","0","0","196","3092","1240","2132","0","6124","12","72","12952","180","0","5964"
"CTA|ES","10.04.2025 17:30 - 10.04.2025 17:45 (CET/CEST)","376","0","0","2936","368","12","0","0","0","200","3076","1256","2116","0","6124","12","72","13384","180","0","6300"
"CTA|ES","10.04.2025 17:45 - 10.04.2025 18:00 (CET/CEST)","368","0","0","2964","368","12","0","0","0","180","3076","1276","2288","0","6124","12","72","13436","176","0","6392"
"CTA|ES","10.04.2025 18:00 - 10.04.2025 18:15 (CET/CEST)","380","0","0","3148","364","12","0","0","0","172","3072","1296","2740","0","6124","12","76","13012","180","0","6612"
"CTA|ES","10.04.2025 18:15 - 10.04.2025 18:30 (CET/CEST)","392","0","0","3240","360","12","0","0","0","164","2688","1312","3068","0","6124","12","76","12236","180","0","7460"
"CTA|ES","10.04.2025 18:30 - 10.04.2025 18:45 (CET/CEST)","392","0","0","3324","352","12","0","0","0","156","2296","1340","3712","0","6124","12","72","11372","184","0","7828"
